Inspection_ID,Timestamp,Date,Hour,Assembly_Line,Product_Category,Shift,Operator,Inspection_Result,Defect_Type,Severity,Confidence,Inference_Latency_ms,Scrap_Cost_USD
INSP-10424,2026-09-02 23:53:20,2026-09-02,23,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.968,31.38,0.0
INSP-10425,2026-09-03 00:17:20,2026-09-03,0,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-109 (Marcus V.),REJECT,Surface_Stain,Moderate,0.892,21.49,27.72
INSP-10426,2026-09-03 00:33:20,2026-09-03,0,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.996,33.8,0.0
INSP-10427,2026-09-03 01:02:20,2026-09-03,1,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.98,28.1,0.0
INSP-10428,2026-09-03 01:26:20,2026-09-03,1,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.968,30.8,0.0
INSP-10429,2026-09-03 01:56:20,2026-09-03,1,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.993,33.16,0.0
INSP-10430,2026-09-03 02:16:20,2026-09-03,2,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.972,32.4,0.0
INSP-10431,2026-09-03 02:32:20,2026-09-03,2,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.984,27.52,0.0
INSP-10432,2026-09-03 03:02:20,2026-09-03,3,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.985,29.8,0.0
INSP-10433,2026-09-03 03:19:20,2026-09-03,3,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.989,18.49,0.0
INSP-10434,2026-09-03 03:55:20,2026-09-03,3,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.977,29.46,0.0
INSP-10435,2026-09-03 04:17:20,2026-09-03,4,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.996,22.92,0.0
INSP-10436,2026-09-03 04:44:20,2026-09-03,4,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.988,22.22,0.0
INSP-10437,2026-09-03 05:05:20,2026-09-03,5,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.967,29.38,0.0
INSP-10438,2026-09-03 05:31:20,2026-09-03,5,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.961,29.47,0.0
INSP-10439,2026-09-03 05:56:20,2026-09-03,5,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.994,32.48,0.0
INSP-10440,2026-09-03 06:17:20,2026-09-03,6,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.969,20.32,0.0
INSP-10441,2026-09-03 06:32:20,2026-09-03,6,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.986,21.72,0.0
INSP-10442,2026-09-03 06:57:20,2026-09-03,6,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.994,31.16,0.0
INSP-10443,2026-09-03 07:30:20,2026-09-03,7,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-305 (Priya S.),REJECT,Burr,Minor,0.894,25.8,29.29
INSP-10444,2026-09-03 07:47:20,2026-09-03,7,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.991,20.44,0.0
INSP-10445,2026-09-03 08:18:20,2026-09-03,8,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.997,29.78,0.0
INSP-10446,2026-09-03 08:32:20,2026-09-03,8,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.988,31.19,0.0
INSP-10447,2026-09-03 09:06:20,2026-09-03,9,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.966,31.53,0.0
INSP-10448,2026-09-03 09:33:20,2026-09-03,9,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.972,26.49,0.0
INSP-10449,2026-09-03 09:45:20,2026-09-03,9,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.997,24.55,0.0
INSP-10450,2026-09-03 10:16:20,2026-09-03,10,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.96,25.09,0.0
INSP-10451,2026-09-03 10:42:20,2026-09-03,10,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.963,23.38,0.0
INSP-10452,2026-09-03 10:57:20,2026-09-03,10,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.999,23.99,0.0
INSP-10453,2026-09-03 11:27:20,2026-09-03,11,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.987,23.4,0.0
INSP-10454,2026-09-03 11:55:20,2026-09-03,11,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.968,18.98,0.0
INSP-10455,2026-09-03 12:21:20,2026-09-03,12,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.964,28.83,0.0
INSP-10456,2026-09-03 12:35:20,2026-09-03,12,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.996,26.18,0.0
INSP-10457,2026-09-03 13:01:20,2026-09-03,13,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.981,26.73,0.0
INSP-10458,2026-09-03 13:19:20,2026-09-03,13,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.992,31.21,0.0
INSP-10459,2026-09-03 13:48:20,2026-09-03,13,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.963,24.39,0.0
INSP-10460,2026-09-03 14:08:20,2026-09-03,14,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-212 (Devin K.),REJECT,Surface_Stain,Moderate,0.903,27.87,56.39
INSP-10461,2026-09-03 14:41:20,2026-09-03,14,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.989,18.34,0.0
INSP-10462,2026-09-03 15:00:20,2026-09-03,15,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.993,20.29,0.0
INSP-10463,2026-09-03 15:27:20,2026-09-03,15,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.982,19.73,0.0
INSP-10464,2026-09-03 15:57:20,2026-09-03,15,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.964,22.89,0.0
INSP-10465,2026-09-03 16:19:20,2026-09-03,16,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.993,22.96,0.0
INSP-10466,2026-09-03 16:39:20,2026-09-03,16,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.993,23.95,0.0
INSP-10467,2026-09-03 17:01:20,2026-09-03,17,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.986,21.49,0.0
INSP-10468,2026-09-03 17:24:20,2026-09-03,17,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.965,24.85,0.0
INSP-10469,2026-09-03 17:53:20,2026-09-03,17,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.974,19.87,0.0
INSP-10470,2026-09-03 18:08:20,2026-09-03,18,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.994,23.7,0.0
INSP-10471,2026-09-03 18:34:20,2026-09-03,18,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.996,25.45,0.0
INSP-10472,2026-09-03 19:08:20,2026-09-03,19,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.996,30.34,0.0
INSP-10473,2026-09-03 19:21:20,2026-09-03,19,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-305 (Priya S.),REJECT,Burr,Minor,0.919,31.71,34.01
INSP-10474,2026-09-03 19:45:20,2026-09-03,19,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.967,27.51,0.0
INSP-10475,2026-09-03 20:15:20,2026-09-03,20,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.977,32.1,0.0
INSP-10476,2026-09-03 20:41:20,2026-09-03,20,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.979,19.93,0.0
INSP-10477,2026-09-03 21:04:20,2026-09-03,21,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.973,19.98,0.0
INSP-10478,2026-09-03 21:20:20,2026-09-03,21,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.99,19.93,0.0
INSP-10479,2026-09-03 21:50:20,2026-09-03,21,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.992,18.52,0.0
INSP-10480,2026-09-03 22:21:20,2026-09-03,22,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.963,21.88,0.0
INSP-10481,2026-09-03 22:31:20,2026-09-03,22,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-109 (Marcus V.),REJECT,Surface_Stain,Minor,0.899,31.6,54.66
INSP-10482,2026-09-03 23:01:20,2026-09-03,23,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.995,22.51,0.0
INSP-10483,2026-09-03 23:27:20,2026-09-03,23,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.974,34.01,0.0
INSP-10484,2026-09-03 23:53:20,2026-09-03,23,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-305 (Priya S.),REJECT,Surface_Stain,Moderate,0.946,29.78,39.22
INSP-10485,2026-09-04 00:16:20,2026-09-04,0,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.964,27.3,0.0
INSP-10486,2026-09-04 00:41:20,2026-09-04,0,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-212 (Devin K.),REJECT,Crack,Critical,0.966,30.75,292.24
INSP-10487,2026-09-04 01:06:20,2026-09-04,1,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.968,18.84,0.0
INSP-10488,2026-09-04 01:27:20,2026-09-04,1,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.96,27.69,0.0
INSP-10489,2026-09-04 01:44:20,2026-09-04,1,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.968,22.6,0.0
INSP-10490,2026-09-04 02:10:20,2026-09-04,2,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.962,22.06,0.0
INSP-10491,2026-09-04 02:41:20,2026-09-04,2,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.983,27.51,0.0
INSP-10492,2026-09-04 03:04:20,2026-09-04,3,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-418 (Chen W.),REJECT,Misalignment,Minor,0.972,23.94,64.22
INSP-10493,2026-09-04 03:24:20,2026-09-04,3,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.965,25.17,0.0
INSP-10494,2026-09-04 03:46:20,2026-09-04,3,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.995,31.47,0.0
INSP-10495,2026-09-04 04:16:20,2026-09-04,4,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.969,34.28,0.0
INSP-10496,2026-09-04 04:31:20,2026-09-04,4,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.963,30.44,0.0
INSP-10497,2026-09-04 05:07:20,2026-09-04,5,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.97,31.06,0.0
INSP-10498,2026-09-04 05:25:20,2026-09-04,5,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.972,20.91,0.0
INSP-10499,2026-09-04 05:43:20,2026-09-04,5,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.962,29.47,0.0
INSP-10500,2026-09-04 06:20:20,2026-09-04,6,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.972,30.81,0.0
INSP-10501,2026-09-04 06:41:20,2026-09-04,6,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.967,22.59,0.0
INSP-10502,2026-09-04 07:01:20,2026-09-04,7,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.969,33.41,0.0
INSP-10503,2026-09-04 07:22:20,2026-09-04,7,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.977,29.24,0.0
INSP-10504,2026-09-04 07:46:20,2026-09-04,7,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.963,27.99,0.0
INSP-10505,2026-09-04 08:12:20,2026-09-04,8,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.962,24.69,0.0
INSP-10506,2026-09-04 08:32:20,2026-09-04,8,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.973,25.21,0.0
INSP-10507,2026-09-04 09:00:20,2026-09-04,9,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.973,20.07,0.0
INSP-10508,2026-09-04 09:19:20,2026-09-04,9,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-305 (Priya S.),REJECT,Burr,Moderate,0.893,26.19,38.94
INSP-10509,2026-09-04 09:47:20,2026-09-04,9,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.975,24.5,0.0
INSP-10510,2026-09-04 10:08:20,2026-09-04,10,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-104 (Elena R.),REJECT,Burr,Moderate,0.947,19.04,61.15
INSP-10511,2026-09-04 10:40:20,2026-09-04,10,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.971,33.64,0.0
INSP-10512,2026-09-04 10:55:20,2026-09-04,10,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-305 (Priya S.),REJECT,Burr,Moderate,0.938,21.51,24.55
INSP-10513,2026-09-04 11:26:20,2026-09-04,11,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.984,27.97,0.0
INSP-10514,2026-09-04 11:47:20,2026-09-04,11,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.971,34.11,0.0
INSP-10515,2026-09-04 12:21:20,2026-09-04,12,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.965,30.3,0.0
INSP-10516,2026-09-04 12:45:20,2026-09-04,12,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.968,22.66,0.0
INSP-10517,2026-09-04 12:57:20,2026-09-04,12,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.982,18.65,0.0
INSP-10518,2026-09-04 13:26:20,2026-09-04,13,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.962,25.71,0.0
INSP-10519,2026-09-04 13:44:20,2026-09-04,13,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.975,26.88,0.0
INSP-10520,2026-09-04 14:12:20,2026-09-04,14,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.982,30.08,0.0
INSP-10521,2026-09-04 14:38:20,2026-09-04,14,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.988,24.51,0.0
INSP-10522,2026-09-04 14:57:20,2026-09-04,14,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.962,31.02,0.0
INSP-10523,2026-09-04 15:20:20,2026-09-04,15,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.977,18.65,0.0
INSP-10524,2026-09-04 15:55:20,2026-09-04,15,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.977,28.45,0.0
INSP-10525,2026-09-04 16:11:20,2026-09-04,16,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.997,24.51,0.0
INSP-10526,2026-09-04 16:31:20,2026-09-04,16,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.962,33.96,0.0
INSP-10527,2026-09-04 17:04:20,2026-09-04,17,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.99,22.85,0.0
INSP-10528,2026-09-04 17:27:20,2026-09-04,17,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.972,22.51,0.0
INSP-10529,2026-09-04 17:50:20,2026-09-04,17,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.999,28.25,0.0
INSP-10530,2026-09-04 18:10:20,2026-09-04,18,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.981,24.83,0.0
INSP-10531,2026-09-04 18:35:20,2026-09-04,18,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.985,31.59,0.0
INSP-10532,2026-09-04 18:55:20,2026-09-04,18,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.992,26.62,0.0
INSP-10533,2026-09-04 19:31:20,2026-09-04,19,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.975,23.05,0.0
INSP-10534,2026-09-04 19:57:20,2026-09-04,19,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.996,26.58,0.0
INSP-10535,2026-09-04 20:12:20,2026-09-04,20,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.974,19.54,0.0
INSP-10536,2026-09-04 20:42:20,2026-09-04,20,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.976,28.15,0.0
INSP-10537,2026-09-04 21:09:20,2026-09-04,21,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.972,28.76,0.0
INSP-10538,2026-09-04 21:26:20,2026-09-04,21,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.977,26.91,0.0
INSP-10539,2026-09-04 21:45:20,2026-09-04,21,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.969,29.88,0.0
INSP-10540,2026-09-04 22:07:20,2026-09-04,22,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.971,21.17,0.0
INSP-10541,2026-09-04 22:41:20,2026-09-04,22,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.98,32.11,0.0
INSP-10542,2026-09-04 23:04:20,2026-09-04,23,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.96,25.87,0.0
INSP-10543,2026-09-04 23:25:20,2026-09-04,23,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.98,26.72,0.0
INSP-10544,2026-09-04 23:57:20,2026-09-04,23,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.974,31.53,0.0
INSP-10545,2026-09-05 00:12:20,2026-09-05,0,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.992,20.0,0.0
INSP-10546,2026-09-05 00:32:20,2026-09-05,0,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-104 (Elena R.),REJECT,Burr,Moderate,0.906,19.2,63.0
INSP-10547,2026-09-05 01:03:20,2026-09-05,1,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.984,21.36,0.0
INSP-10548,2026-09-05 01:26:20,2026-09-05,1,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.969,30.93,0.0
INSP-10549,2026-09-05 01:56:20,2026-09-05,1,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-305 (Priya S.),REJECT,Burr,Minor,0.898,19.55,41.89
INSP-10550,2026-09-05 02:16:20,2026-09-05,2,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.998,22.42,0.0
INSP-10551,2026-09-05 02:41:20,2026-09-05,2,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.982,34.29,0.0
INSP-10552,2026-09-05 02:58:20,2026-09-05,2,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.966,31.92,0.0
INSP-10553,2026-09-05 03:22:20,2026-09-05,3,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.979,26.29,0.0
INSP-10554,2026-09-05 03:45:20,2026-09-05,3,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.99,22.99,0.0
INSP-10555,2026-09-05 04:07:20,2026-09-05,4,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-305 (Priya S.),REJECT,Dent,Minor,0.91,28.9,13.54
INSP-10556,2026-09-05 04:33:20,2026-09-05,4,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.997,20.66,0.0
INSP-10557,2026-09-05 04:59:20,2026-09-05,4,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.975,23.82,0.0
INSP-10558,2026-09-05 05:24:20,2026-09-05,5,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.999,30.63,0.0
INSP-10559,2026-09-05 05:46:20,2026-09-05,5,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-305 (Priya S.),REJECT,Surface_Stain,Minor,0.973,22.78,64.72
INSP-10560,2026-09-05 06:21:20,2026-09-05,6,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.973,26.56,0.0
INSP-10561,2026-09-05 06:42:20,2026-09-05,6,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.997,32.49,0.0
INSP-10562,2026-09-05 06:56:20,2026-09-05,6,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.999,30.4,0.0
INSP-10563,2026-09-05 07:31:20,2026-09-05,7,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.966,23.47,0.0
INSP-10564,2026-09-05 07:55:20,2026-09-05,7,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.968,30.47,0.0
